pedido_id,data,ano,mes,estado,regiao,cidade,canal,categoria,marca,produto,preco_unitario,quantidade,desconto,receita,custo,lucro,margem_pct,ano_mes,trimestre
P2312-03560,2023-12-08,2023,12,RJ,Sudeste,Volta Redonda,E-commerce,Notebooks,Nimbus,Nimbus Air,4158.38,1,0.044,3975.56,2139.3,1836.26,46.19,2023-12,2023Q4
P2308-03561,2023-08-31,2023,8,SP,Sudeste,São José dos Campos,E-commerce,Gaming & Consoles,Blitz,Blitz Chair,887.53,1,0.063,831.26,476.31,354.95,42.7,2023-08,2023Q3
P2409-03562,2024-09-11,2024,9,MG,Sudeste,Belo Horizonte,Loja Física,Gaming & Consoles,Blitz,Blitz Chair,1048.74,1,0.046,1000.15,640.61,359.53,35.95,2024-09,2024Q3
P2302-03563,2023-02-21,2023,2,SP,Sudeste,Campinas,Loja Física,Gaming & Consoles,Blitz,Blitz Chair,890.18,1,0.095,805.77,548.4,257.37,31.94,2023-02,2023Q1
P2311-03564,2023-11-14,2023,11,PR,Sul,Maringá,E-commerce,Casa Inteligente,HomeX,HomeX Hub,673.28,1,0.109,600.2,242.75,357.45,59.55,2023-11,2023Q4
P2312-03565,2023-12-08,2023,12,SP,Sudeste,São Paulo,Marketplace,Acessórios,Volt,Volt Power Hub,165.68,1,0.092,150.38,72.47,77.91,51.81,2023-12,2023Q4
P2407-03566,2024-07-01,2024,7,MG,Sudeste,Uberlândia,E-commerce,Smartphones,Apex,Apex S10,3075.85,1,0.097,2778.84,1690.83,1088.01,39.15,2024-07,2024Q3
P2403-03567,2024-03-08,2024,3,SP,Sudeste,Campinas,E-commerce,Notebooks,Helix,Helix Pro 14,2519.21,1,0.061,2366.53,1389.15,977.38,41.3,2024-03,2024Q1
P2405-03568,2024-05-20,2024,5,BA,Nordeste,Feira de Santana,Marketplace,Notebooks,Nimbus,Nimbus Studio,3112.37,1,0.048,2964.09,1673.25,1290.84,43.55,2024-05,2024Q2
P2408-03569,2024-08-09,2024,8,SP,Sudeste,Campinas,Loja Física,Gaming & Consoles,Arcade,Arcade One,3628.21,1,0.092,3293.39,1805.91,1487.48,45.17,2024-08,2024Q3
P2410-03570,2024-10-08,2024,10,SP,Sudeste,Campinas,Parceiros B2B,Casa Inteligente,HomeX,HomeX Hub,665.4,1,0.068,620.3,332.6,287.69,46.38,2024-10,2024Q4
P2309-03571,2023-09-05,2023,9,SP,Sudeste,Campinas,E-commerce,Casa Inteligente,HomeX,HomeX Hub,640.86,3,0.019,1885.57,929.89,955.68,50.68,2023-09,2023Q3
P2402-03572,2024-02-05,2024,2,PE,Nordeste,Jaboatão,E-commerce,TVs & Áudio,Lumina,Lumina Vision 65,2491.18,2,0.09,4532.04,2644.08,1887.96,41.66,2024-02,2024Q1
P2409-03573,2024-09-23,2024,9,MG,Sudeste,Uberlândia,E-commerce,Gaming & Consoles,Arcade,Arcade Elite,3790.74,2,0.076,7003.48,4569.67,2433.81,34.75,2024-09,2024Q3
P2412-03574,2024-12-25,2024,12,RJ,Sudeste,Niterói,Loja Física,Acessórios,Volt,Volt Charger,179.73,1,0.044,171.81,77.29,94.52,55.01,2024-12,2024Q4
P2410-03575,2024-10-26,2024,10,PR,Sul,Curitiba,E-commerce,Notebooks,Helix,Helix Flex,4200.59,1,0.101,3777.37,2010.51,1766.86,46.77,2024-10,2024Q4
P2310-03576,2023-10-14,2023,10,SP,Sudeste,Campinas,Marketplace,TVs & Áudio,Lumina,Lumina Vision 50,2492.94,1,0.1,2242.55,1168.2,1074.35,47.91,2023-10,2023Q4
P2306-03577,2023-06-10,2023,6,GO,Centro-Oeste,Goiânia,Loja Física,Casa Inteligente,Nexa,Nexa Plug,409.04,1,0.04,392.78,166.13,226.65,57.7,2023-06,2023Q2
P2312-03578,2023-12-26,2023,12,SP,Sudeste,Campinas,E-commerce,Gaming & Consoles,Arcade,Arcade One,3289.25,1,0.116,2908.97,1525.2,1383.77,47.57,2023-12,2023Q4
P2407-03579,2024-07-13,2024,7,PR,Sul,Londrina,Marketplace,Casa Inteligente,HomeX,HomeX Hub,667.68,1,0.106,596.8,318.69,278.11,46.6,2024-07,2024Q3
P2312-03580,2023-12-28,2023,12,SC,Sul,Florianópolis,Parceiros B2B,Gaming & Consoles,Arcade,Arcade Elite,4131.49,1,0.046,3941.8,1975.85,1965.95,49.87,2023-12,2023Q4
P2312-03581,2023-12-22,2023,12,PE,Nordeste,Olinda,E-commerce,Gaming & Consoles,Blitz,Blitz Headset,766.76,1,0.088,699.62,353.48,346.13,49.47,2023-12,2023Q4
P2409-03582,2024-09-21,2024,9,PE,Nordeste,Olinda,Marketplace,Smartphones,Apex,Apex Neo,3462.03,1,0.151,2938.16,1513.17,1424.99,48.5,2024-09,2024Q3
P2310-03583,2023-10-07,2023,10,RS,Sul,Pelotas,E-commerce,Notebooks,Nimbus,Nimbus Air,4047.27,1,0.079,3727.73,1998.53,1729.2,46.39,2023-10,2023Q4
P2410-03584,2024-10-06,2024,10,SC,Sul,Joinville,Marketplace,TVs & Áudio,Vertex,Vertex OLED 55,3975.29,1,0.052,3769.2,2298.52,1470.68,39.02,2024-10,2024Q4
P2311-03585,2023-11-06,2023,11,RJ,Sudeste,Volta Redonda,Marketplace,Casa Inteligente,Nexa,Nexa Lamp,330.03,1,0.103,295.99,158.26,137.73,46.53,2023-11,2023Q4
P2309-03586,2023-09-15,2023,9,MG,Sudeste,Belo Horizonte,E-commerce,Casa Inteligente,HomeX,HomeX Hub,573.1,2,0.06,1077.35,453.11,624.24,57.94,2023-09,2023Q3
P2312-03587,2023-12-05,2023,12,RJ,Sudeste,Niterói,E-commerce,Casa Inteligente,Nexa,Nexa Plug,445.68,1,0.12,392.08,210.83,181.25,46.23,2023-12,2023Q4
P2407-03588,2024-07-29,2024,7,SC,Sul,Joinville,E-commerce,Notebooks,Helix,Helix Pro 14,3908.91,1,0.117,3452.13,1788.27,1663.86,48.2,2024-07,2024Q3
P2304-03589,2023-04-18,2023,4,SP,Sudeste,São Paulo,E-commerce,Casa Inteligente,HomeX,HomeX Hub,533.13,2,0.15,906.11,485.52,420.6,46.42,2023-04,2023Q2
P2306-03590,2023-06-11,2023,6,SP,Sudeste,São José dos Campos,E-commerce,Smartphones,Nova Mobile,Nova Air,2070.42,1,0.109,1845.16,1097.85,747.31,40.5,2023-06,2023Q2
P2412-03591,2024-12-03,2024,12,DF,Centro-Oeste,Ceilândia,E-commerce,Gaming & Consoles,Blitz,Blitz Chair,1088.01,2,0.07,2023.27,1215.61,807.66,39.92,2024-12,2024Q4
P2305-03592,2023-05-26,2023,5,MG,Sudeste,Belo Horizonte,Parceiros B2B,Casa Inteligente,HomeX,HomeX Sensor Pack,592.58,2,0.0,1185.16,611.1,574.06,48.44,2023-05,2023Q2
P2403-03593,2024-03-02,2024,3,MG,Sudeste,Belo Horizonte,E-commerce,Acessórios,Volt,Volt Cable Kit,171.92,1,0.063,161.16,74.35,86.81,53.87,2024-03,2024Q1
P2403-03594,2024-03-12,2024,3,BA,Nordeste,Salvador,Parceiros B2B,Casa Inteligente,HomeX,HomeX Cam,651.88,1,0.0,651.88,247.71,404.16,62.0,2024-03,2024Q1
P2312-03595,2023-12-26,2023,12,PR,Sul,Maringá,Marketplace,Notebooks,Nimbus,Nimbus Air,4596.74,1,0.127,4014.46,2221.03,1793.43,44.67,2023-12,2023Q4
P2405-03596,2024-05-03,2024,5,RJ,Sudeste,Rio de Janeiro,Parceiros B2B,Smartphones,Apex,Apex S10,3066.62,1,0.0,3066.62,1666.94,1399.69,45.64,2024-05,2024Q2
P2307-03597,2023-07-05,2023,7,SP,Sudeste,Campinas,Parceiros B2B,Acessórios,Photon,Photon Keyboard,271.48,1,0.058,255.66,126.25,129.41,50.62,2023-07,2023Q3
P2402-03598,2024-02-18,2024,2,SP,Sudeste,Santos,Marketplace,TVs & Áudio,Lumina,Lumina Vision 65,2599.04,2,0.143,4457.06,2499.39,1957.67,43.92,2024-02,2024Q1
P2310-03599,2023-10-15,2023,10,SP,Sudeste,Santos,E-commerce,TVs & Áudio,Vertex,Vertex Beam,3219.35,1,0.05,3058.93,1672.21,1386.72,45.33,2023-10,2023Q4
P2405-03600,2024-05-16,2024,5,RS,Sul,Porto Alegre,E-commerce,Gaming & Consoles,Blitz,Blitz Pad,823.62,1,0.101,740.1,441.39,298.71,40.36,2024-05,2024Q2
P2304-03601,2023-04-30,2023,4,SC,Sul,Joinville,E-commerce,Casa Inteligente,HomeX,HomeX Hub,725.08,1,0.095,655.93,264.84,391.08,59.62,2023-04,2023Q2
P2403-03602,2024-03-05,2024,3,RJ,Sudeste,Volta Redonda,E-commerce,Smartphones,Apex,Apex Neo,3326.14,1,0.141,2856.83,1598.01,1258.83,44.06,2024-03,2024Q1
P2306-03603,2023-06-03,2023,6,MG,Sudeste,Uberlândia,Marketplace,Notebooks,Helix,Helix Pro 16,4821.36,1,0.096,4358.8,2737.1,1621.7,37.21,2023-06,2023Q2
P2308-03604,2023-08-10,2023,8,SP,Sudeste,Santos,E-commerce,Notebooks,Nimbus,Nimbus Go,3181.29,2,0.121,5590.66,3348.35,2242.32,40.11,2023-08,2023Q3
P2306-03605,2023-06-27,2023,6,SP,Sudeste,São José dos Campos,Loja Física,Notebooks,Helix,Helix Flex,5063.62,1,0.001,5056.52,3033.29,2023.23,40.01,2023-06,2023Q2
P2306-03606,2023-06-01,2023,6,MG,Sudeste,Juiz de Fora,Marketplace,TVs & Áudio,Vertex,Vertex OLED 65,3925.99,1,0.065,3669.63,2008.35,1661.28,45.27,2023-06,2023Q2
P2409-03607,2024-09-13,2024,9,RS,Sul,Porto Alegre,E-commerce,Casa Inteligente,Nexa,Nexa Plug,319.25,1,0.127,278.78,166.14,112.64,40.4,2024-09,2024Q3
P2308-03608,2023-08-16,2023,8,RJ,Sudeste,Rio de Janeiro,Marketplace,Acessórios,Volt,Volt Power Hub,176.59,2,0.092,320.55,143.5,177.04,55.23,2023-08,2023Q3
P2411-03609,2024-11-18,2024,11,SP,Sudeste,São Paulo,E-commerce,TVs & Áudio,Lumina,Lumina Vision 65,2550.62,1,0.078,2352.04,1545.03,807.01,34.31,2024-11,2024Q4
P2412-03610,2024-12-14,2024,12,PE,Nordeste,Recife,E-commerce,Smartphones,Nova Mobile,Nova Air,1971.18,1,0.146,1682.61,993.16,689.45,40.98,2024-12,2024Q4
P2403-03611,2024-03-05,2024,3,SP,Sudeste,Santos,E-commerce,Gaming & Consoles,Arcade,Arcade One,3257.19,1,0.07,3029.48,1572.26,1457.22,48.1,2024-03,2024Q1
P2305-03612,2023-05-02,2023,5,SP,Sudeste,Campinas,E-commerce,Acessórios,Pulse,Pulse Buds,296.46,2,0.136,512.17,233.2,278.96,54.47,2023-05,2023Q2
P2310-03613,2023-10-16,2023,10,PR,Sul,Londrina,E-commerce,Gaming & Consoles,Blitz,Blitz Pad,891.05,2,0.067,1663.59,1087.42,576.17,34.63,2023-10,2023Q4
P2408-03614,2024-08-24,2024,8,SP,Sudeste,Santos,Marketplace,TVs & Áudio,Vertex,Vertex OLED 55,2906.45,1,0.132,2523.25,1445.55,1077.7,42.71,2024-08,2024Q3
P2310-03615,2023-10-11,2023,10,RS,Sul,Porto Alegre,Parceiros B2B,Smartphones,Apex,Apex S10 Pro,3432.22,2,0.034,6628.1,3790.87,2837.23,42.81,2023-10,2023Q4
P2303-03616,2023-03-18,2023,3,RJ,Sudeste,Volta Redonda,E-commerce,Casa Inteligente,HomeX,HomeX Sensor Pack,612.99,1,0.07,570.37,283.14,287.23,50.36,2023-03,2023Q1
P2402-03617,2024-02-22,2024,2,PR,Sul,Maringá,E-commerce,TVs & Áudio,Lumina,Lumina Vision 50,1630.4,2,0.047,3106.18,1660.2,1445.98,46.55,2024-02,2024Q1
P2409-03618,2024-09-26,2024,9,PR,Sul,Maringá,Loja Física,Smartphones,Apex,Apex Neo,2835.78,1,0.075,2624.44,1309.87,1314.57,50.09,2024-09,2024Q3
P2408-03619,2024-08-23,2024,8,BA,Nordeste,Salvador,E-commerce,TVs & Áudio,Lumina,Lumina Soundbar,1803.48,1,0.069,1678.77,997.02,681.74,40.61,2024-08,2024Q3
P2305-03620,2023-05-26,2023,5,SP,Sudeste,Santos,E-commerce,TVs & Áudio,Lumina,Lumina Vision 65,2378.12,1,0.097,2146.96,1339.27,807.69,37.62,2023-05,2023Q2
P2405-03621,2024-05-24,2024,5,MG,Sudeste,Juiz de Fora,Parceiros B2B,Smartphones,Orion,Orion Horizon,3065.06,1,0.063,2871.15,1433.9,1437.25,50.06,2024-05,2024Q2
P2306-03622,2023-06-28,2023,6,SP,Sudeste,São José dos Campos,E-commerce,Acessórios,Photon,Photon Keyboard,260.82,1,0.094,236.43,111.95,124.47,52.65,2023-06,2023Q2
P2306-03623,2023-06-26,2023,6,RJ,Sudeste,Niterói,E-commerce,Casa Inteligente,HomeX,HomeX Sensor Pack,591.7,1,0.097,534.42,307.28,227.14,42.5,2023-06,2023Q2
P2410-03624,2024-10-15,2024,10,RJ,Sudeste,Rio de Janeiro,Marketplace,Acessórios,Volt,Volt Power Hub,170.38,2,0.114,301.87,137.65,164.22,54.4,2024-10,2024Q4
P2307-03625,2023-07-20,2023,7,BA,Nordeste,Vitória da Conquista,Loja Física,Smartphones,Apex,Apex S10,3376.7,1,0.07,3138.95,2001.21,1137.74,36.25,2023-07,2023Q3
P2307-03626,2023-07-30,2023,7,GO,Centro-Oeste,Aparecida de Goiânia,Parceiros B2B,Acessórios,Volt,Volt Cable Kit,181.77,1,0.07,169.08,81.78,87.3,51.63,2023-07,2023Q3
P2301-03627,2023-01-01,2023,1,MG,Sudeste,Uberlândia,Loja Física,Casa Inteligente,Nexa,Nexa Thermo,407.42,1,0.045,389.02,174.86,214.16,55.05,2023-01,2023Q1
P2410-03628,2024-10-13,2024,10,RS,Sul,Pelotas,E-commerce,Acessórios,Photon,Photon Keyboard,270.43,3,0.0,811.3,454.04,357.27,44.04,2024-10,2024Q4
P2408-03629,2024-08-20,2024,8,SP,Sudeste,Campinas,E-commerce,TVs & Áudio,Lumina,Lumina Vision 65,2916.87,1,0.062,2737.11,1484.3,1252.81,45.77,2024-08,2024Q3
P2404-03630,2024-04-19,2024,4,SP,Sudeste,São Paulo,E-commerce,Acessórios,Pulse,Pulse Buds,315.13,1,0.04,302.39,164.28,138.1,45.67,2024-04,2024Q2
P2407-03631,2024-07-20,2024,7,SP,Sudeste,Santos,E-commerce,Gaming & Consoles,Arcade,Arcade One,3430.21,1,0.112,3046.66,1843.47,1203.19,39.49,2024-07,2024Q3
P2305-03632,2023-05-09,2023,5,SP,Sudeste,São José dos Campos,E-commerce,TVs & Áudio,Lumina,Lumina Vision 65,2375.24,1,0.028,2309.47,1421.43,888.04,38.45,2023-05,2023Q2
P2312-03633,2023-12-08,2023,12,GO,Centro-Oeste,Anápolis,Parceiros B2B,Casa Inteligente,HomeX,HomeX Hub,501.05,1,0.006,497.9,225.37,272.53,54.74,2023-12,2023Q4
P2310-03634,2023-10-01,2023,10,PE,Nordeste,Olinda,E-commerce,Acessórios,Photon,Photon Keyboard,269.2,1,0.083,246.85,129.77,117.08,47.43,2023-10,2023Q4
P2303-03635,2023-03-24,2023,3,RS,Sul,Pelotas,E-commerce,TVs & Áudio,Lumina,Lumina Vision 50,2760.45,1,0.066,2577.4,1398.9,1178.5,45.72,2023-03,2023Q1
P2312-03636,2023-12-24,2023,12,PR,Sul,Curitiba,E-commerce,Acessórios,Volt,Volt Power Hub,165.83,1,0.089,151.08,73.93,77.15,51.07,2023-12,2023Q4
P2411-03637,2024-11-15,2024,11,SC,Sul,Florianópolis,Loja Física,Gaming & Consoles,Arcade,Arcade One,3317.7,1,0.023,3240.84,1621.66,1619.18,49.96,2024-11,2024Q4
P2302-03638,2023-02-06,2023,2,RJ,Sudeste,Volta Redonda,E-commerce,TVs & Áudio,Vertex,Vertex OLED 55,4223.0,1,0.132,3664.49,2269.2,1395.29,38.08,2023-02,2023Q1
P2308-03639,2023-08-20,2023,8,RJ,Sudeste,Rio de Janeiro,Parceiros B2B,Smartphones,Apex,Apex Neo,3500.72,1,0.073,3246.87,2248.84,998.03,30.74,2023-08,2023Q3
P2306-03640,2023-06-19,2023,6,RJ,Sudeste,Volta Redonda,E-commerce,TVs & Áudio,Lumina,Lumina Soundbar,2493.12,1,0.11,2219.18,1483.99,735.19,33.13,2023-06,2023Q2
P2307-03641,2023-07-11,2023,7,SP,Sudeste,Campinas,E-commerce,Gaming & Consoles,Arcade,Arcade Elite,3038.98,1,0.065,2841.33,1665.25,1176.08,41.39,2023-07,2023Q3
P2411-03642,2024-11-07,2024,11,RS,Sul,Caxias do Sul,Marketplace,Casa Inteligente,HomeX,HomeX Hub,665.35,1,0.096,601.7,291.68,310.02,51.52,2024-11,2024Q4
P2312-03643,2023-12-13,2023,12,RJ,Sudeste,Rio de Janeiro,Loja Física,TVs & Áudio,Vertex,Vertex OLED 65,3675.3,1,0.043,3516.71,2244.14,1272.57,36.19,2023-12,2023Q4
P2312-03644,2023-12-12,2023,12,BA,Nordeste,Vitória da Conquista,E-commerce,Casa Inteligente,HomeX,HomeX Sensor Pack,583.23,1,0.045,556.78,246.11,310.66,55.8,2023-12,2023Q4
P2407-03645,2024-07-28,2024,7,PE,Nordeste,Jaboatão,Loja Física,TVs & Áudio,Lumina,Lumina Vision 65,2408.71,1,0.0,2408.71,1148.95,1259.76,52.3,2024-07,2024Q3
P2305-03646,2023-05-10,2023,5,PE,Nordeste,Olinda,E-commerce,Notebooks,Helix,Helix Flex,3763.28,1,0.13,3275.61,2082.23,1193.38,36.43,2023-05,2023Q2
P2312-03647,2023-12-24,2023,12,GO,Centro-Oeste,Anápolis,Loja Física,Acessórios,Pulse,Pulse ANC,295.18,1,0.018,289.92,140.47,149.45,51.55,2023-12,2023Q4
P2311-03648,2023-11-21,2023,11,SP,Sudeste,São Paulo,E-commerce,Notebooks,Helix,Helix Pro 14,3939.83,1,0.09,3583.73,1939.42,1644.31,45.88,2023-11,2023Q4
P2403-03649,2024-03-26,2024,3,SP,Sudeste,Campinas,Marketplace,TVs & Áudio,Lumina,Lumina Vision 50,2614.96,1,0.118,2306.5,1268.74,1037.76,44.99,2024-03,2024Q1
P2412-03650,2024-12-31,2024,12,SP,Sudeste,Campinas,Marketplace,Casa Inteligente,HomeX,HomeX Cam,628.94,1,0.112,558.66,281.72,276.94,49.57,2024-12,2024Q4
P2408-03651,2024-08-03,2024,8,MG,Sudeste,Uberlândia,Marketplace,Smartphones,Orion,Orion Horizon,2887.93,2,0.163,4834.47,2522.75,2311.72,47.82,2024-08,2024Q3
P2311-03652,2023-11-01,2023,11,RS,Sul,Caxias do Sul,Loja Física,Gaming & Consoles,Arcade,Arcade Elite,3135.52,2,0.046,5979.91,3450.76,2529.15,42.29,2023-11,2023Q4
P2409-03653,2024-09-14,2024,9,MG,Sudeste,Juiz de Fora,E-commerce,Smartphones,Apex,Apex Neo,3204.07,1,0.051,3039.96,1897.77,1142.19,37.57,2024-09,2024Q3
P2305-03654,2023-05-23,2023,5,RJ,Sudeste,Volta Redonda,Marketplace,Smartphones,Orion,Orion Pulse,2485.91,2,0.115,4401.81,2721.91,1679.9,38.16,2023-05,2023Q2
P2301-03655,2023-01-29,2023,1,BA,Nordeste,Feira de Santana,E-commerce,Smartphones,Orion,Orion Pulse,3039.71,1,0.104,2724.71,1550.22,1174.49,43.11,2023-01,2023Q1
P2306-03656,2023-06-17,2023,6,PR,Sul,Maringá,Parceiros B2B,Smartphones,Apex,Apex Neo,2374.77,1,0.023,2320.77,1128.28,1192.49,51.38,2023-06,2023Q2
P2309-03657,2023-09-23,2023,9,SP,Sudeste,Santos,Parceiros B2B,Acessórios,Photon,Photon Mouse,301.65,2,0.022,590.16,252.71,337.45,57.18,2023-09,2023Q3
P2401-03658,2024-01-11,2024,1,RJ,Sudeste,Volta Redonda,Marketplace,Gaming & Consoles,Arcade,Arcade One,4211.22,1,0.098,3796.89,2138.35,1658.54,43.68,2024-01,2024Q1
P2404-03659,2024-04-10,2024,4,RJ,Sudeste,Rio de Janeiro,E-commerce,Acessórios,Photon,Photon Keyboard,244.8,2,0.123,429.17,194.81,234.36,54.61,2024-04,2024Q2
P2411-03660,2024-11-08,2024,11,PR,Sul,Londrina,E-commerce,Smartphones,Nova Mobile,Nova Max,2469.61,1,0.018,2426.12,1221.62,1204.5,49.65,2024-11,2024Q4
P2401-03661,2024-01-10,2024,1,SP,Sudeste,Santos,Marketplace,Casa Inteligente,HomeX,HomeX Cam,678.06,2,0.111,1205.66,578.47,627.18,52.02,2024-01,2024Q1
P2401-03662,2024-01-02,2024,1,SP,Sudeste,São José dos Campos,E-commerce,Acessórios,Photon,Photon Mouse,200.61,1,0.108,178.98,89.51,89.47,49.99,2024-01,2024Q1
P2302-03663,2023-02-15,2023,2,SC,Sul,Joinville,Parceiros B2B,Casa Inteligente,HomeX,HomeX Cam,645.25,1,0.065,603.11,297.55,305.57,50.67,2023-02,2023Q1
P2302-03664,2023-02-02,2023,2,RS,Sul,Pelotas,E-commerce,Casa Inteligente,Nexa,Nexa Plug,424.7,2,0.104,761.07,394.38,366.69,48.18,2023-02,2023Q1
P2402-03665,2024-02-17,2024,2,DF,Centro-Oeste,Taguatinga,E-commerce,Acessórios,Photon,Photon Keyboard,250.22,1,0.086,228.67,108.66,120.01,52.48,2024-02,2024Q1
P2311-03666,2023-11-26,2023,11,SP,Sudeste,São José dos Campos,E-commerce,Casa Inteligente,Nexa,Nexa Plug,372.71,1,0.063,349.38,190.44,158.95,45.49,2023-11,2023Q4
P2409-03667,2024-09-22,2024,9,SP,Sudeste,Santos,E-commerce,Casa Inteligente,Nexa,Nexa Plug,415.2,1,0.041,398.15,262.13,136.02,34.16,2024-09,2024Q3
P2305-03668,2023-05-15,2023,5,SP,Sudeste,São José dos Campos,Marketplace,Casa Inteligente,Nexa,Nexa Lamp,386.51,1,0.106,345.57,207.0,138.57,40.1,2023-05,2023Q2
P2301-03669,2023-01-23,2023,1,MG,Sudeste,Belo Horizonte,E-commerce,Acessórios,Photon,Photon Keyboard,267.25,1,0.096,241.61,121.78,119.83,49.6,2023-01,2023Q1
P2312-03670,2023-12-02,2023,12,RJ,Sudeste,Niterói,Marketplace,Casa Inteligente,HomeX,HomeX Cam,636.03,4,0.061,2389.7,1151.28,1238.42,51.82,2023-12,2023Q4
P2307-03671,2023-07-11,2023,7,SC,Sul,Florianópolis,Marketplace,Notebooks,Nimbus,Nimbus Studio,3578.08,1,0.086,3268.87,2198.33,1070.54,32.75,2023-07,2023Q3
P2302-03672,2023-02-15,2023,2,BA,Nordeste,Feira de Santana,E-commerce,Gaming & Consoles,Blitz,Blitz Pad,802.12,1,0.076,741.39,411.24,330.16,44.53,2023-02,2023Q1
P2407-03673,2024-07-01,2024,7,DF,Centro-Oeste,Brasília,E-commerce,Smartphones,Nova Mobile,Nova Max,2298.51,3,0.115,6102.38,2992.83,3109.56,50.96,2024-07,2024Q3
P2304-03674,2023-04-07,2023,4,DF,Centro-Oeste,Ceilândia,E-commerce,Acessórios,Volt,Volt Cable Kit,180.63,1,0.091,164.26,97.67,66.58,40.54,2023-04,2023Q2
P2404-03675,2024-04-04,2024,4,PE,Nordeste,Olinda,E-commerce,Casa Inteligente,HomeX,HomeX Cam,761.52,1,0.097,687.29,263.44,423.85,61.67,2024-04,2024Q2
P2308-03676,2023-08-12,2023,8,BA,Nordeste,Vitória da Conquista,E-commerce,Smartphones,Nova Mobile,Nova One,2494.54,1,0.048,2373.85,1416.97,956.88,40.31,2023-08,2023Q3
P2305-03677,2023-05-25,2023,5,PE,Nordeste,Jaboatão,Marketplace,TVs & Áudio,Lumina,Lumina Vision 65,1885.35,1,0.083,1728.73,968.05,760.68,44.0,2023-05,2023Q2
P2310-03678,2023-10-20,2023,10,RJ,Sudeste,Volta Redonda,Loja Física,Casa Inteligente,HomeX,HomeX Sensor Pack,566.69,2,0.038,1089.78,471.38,618.41,56.75,2023-10,2023Q4
P2408-03679,2024-08-27,2024,8,SC,Sul,Joinville,E-commerce,Gaming & Consoles,Arcade,Arcade Elite,3593.35,1,0.06,3378.27,1861.59,1516.68,44.9,2024-08,2024Q3
P2310-03680,2023-10-28,2023,10,DF,Centro-Oeste,Brasília,E-commerce,TVs & Áudio,Vertex,Vertex OLED 65,3337.66,5,0.047,15897.47,9389.91,6507.56,40.93,2023-10,2023Q4
P2407-03681,2024-07-20,2024,7,SP,Sudeste,São José dos Campos,E-commerce,Gaming & Consoles,Blitz,Blitz Chair,817.17,1,0.064,764.69,442.73,321.96,42.1,2024-07,2024Q3
P2304-03682,2023-04-18,2023,4,SC,Sul,Florianópolis,E-commerce,Casa Inteligente,Nexa,Nexa Thermo,492.69,1,0.099,444.14,178.95,265.19,59.71,2023-04,2023Q2
P2408-03683,2024-08-06,2024,8,SP,Sudeste,São Paulo,Parceiros B2B,Notebooks,Nimbus,Nimbus Studio,3407.54,1,0.0,3407.54,2036.14,1371.41,40.25,2024-08,2024Q3
P2307-03684,2023-07-10,2023,7,PR,Sul,Maringá,Loja Física,TVs & Áudio,Vertex,Vertex Beam,3148.02,2,0.043,6024.05,3303.93,2720.11,45.15,2023-07,2023Q3
P2405-03685,2024-05-27,2024,5,BA,Nordeste,Salvador,Parceiros B2B,Acessórios,Volt,Volt Cable Kit,204.05,1,0.092,185.25,99.22,86.04,46.44,2024-05,2024Q2
P2403-03686,2024-03-01,2024,3,MG,Sudeste,Juiz de Fora,Marketplace,Gaming & Consoles,Arcade,Arcade One,3235.6,1,0.12,2846.36,1758.41,1087.95,38.22,2024-03,2024Q1
P2411-03687,2024-11-20,2024,11,MG,Sudeste,Belo Horizonte,E-commerce,Gaming & Consoles,Arcade,Arcade One,2752.81,2,0.065,5145.8,2559.07,2586.73,50.27,2024-11,2024Q4
P2310-03688,2023-10-25,2023,10,RS,Sul,Porto Alegre,E-commerce,Notebooks,Helix,Helix Pro 14,4816.48,1,0.065,4503.16,2839.27,1663.89,36.95,2023-10,2023Q4
P2303-03689,2023-03-02,2023,3,RJ,Sudeste,Volta Redonda,E-commerce,Notebooks,Helix,Helix Flex,3401.72,1,0.045,3249.69,1854.97,1394.71,42.92,2023-03,2023Q1
P2301-03690,2023-01-18,2023,1,GO,Centro-Oeste,Aparecida de Goiânia,E-commerce,Notebooks,Nimbus,Nimbus Studio,3917.83,1,0.07,3642.6,2330.38,1312.21,36.02,2023-01,2023Q1
P2409-03691,2024-09-14,2024,9,PE,Nordeste,Recife,E-commerce,Notebooks,Helix,Helix Pro 16,3598.78,1,0.124,3151.43,1765.54,1385.89,43.98,2024-09,2024Q3
P2401-03692,2024-01-24,2024,1,RJ,Sudeste,Niterói,Loja Física,TVs & Áudio,Lumina,Lumina Vision 65,2511.52,1,0.035,2423.38,1471.59,951.79,39.28,2024-01,2024Q1
P2408-03693,2024-08-08,2024,8,PR,Sul,Londrina,E-commerce,Acessórios,Pulse,Pulse ANC,319.74,1,0.114,283.43,124.12,159.31,56.21,2024-08,2024Q3
P2307-03694,2023-07-09,2023,7,SC,Sul,Florianópolis,E-commerce,TVs & Áudio,Lumina,Lumina Soundbar,2766.19,1,0.053,2619.51,1663.94,955.57,36.48,2023-07,2023Q3
P2309-03695,2023-09-26,2023,9,RJ,Sudeste,Rio de Janeiro,E-commerce,Gaming & Consoles,Blitz,Blitz Headset,960.52,2,0.064,1798.77,1349.8,448.97,24.96,2023-09,2023Q3
P2301-03696,2023-01-28,2023,1,SP,Sudeste,Santos,E-commerce,Acessórios,Volt,Volt Cable Kit,173.33,1,0.0,173.29,89.22,84.07,48.51,2023-01,2023Q1
